id_client,recency,frequency,CA,R_score,F_score,M_score,RFM_score,Segment,CanalAcquisition,Recurrent,profit
C0723,114,2,140.5236,1,2,1,4,À réactiver,Google Ads,1,34.8196
C0724,110,3,1183.806,1,3,3,7,Occasionnels,Google Ads,1,394.75800000000004
C0725,6,2,499.0272,4,2,2,8,Fidèles,Google Ads,1,136.81520000000006
C0726,13,2,251.7351,3,2,2,7,Occasionnels,Email,1,76.35910000000003
C0727,39,2,897.4994000000002,2,2,3,7,À réactiver,Instagram Ads,1,187.78740000000013
C0728,180,1,58.696000000000005,1,1,1,3,À réactiver,Instagram Ads,0,0.42600000000000193
C0729,64,5,1176.4313,2,3,3,8,Fidèles,Google Ads,1,371.4233
C0730,167,1,84.9528,1,1,1,3,À réactiver,Instagram Ads,0,0.9187999999999992
C0732,11,2,1782.7518,4,2,3,9,Fidèles,Instagram Ads,1,598.9518000000002
C0734,172,1,92.7592,1,1,1,3,À réactiver,Google Ads,0,26.381200000000007
C0735,50,4,2126.5148000000004,2,3,4,9,Fidèles,Instagram Ads,1,692.3068000000002
C0736,175,1,42.5712,1,1,1,3,À réactiver,Instagram Ads,0,-3.886800000000001
C0738,15,1,25.4364,3,1,1,5,Occasionnels,Instagram Ads,0,-10.0796
C0739,9,3,1742.7744000000002,4,3,3,10,VIP,Email,1,419.1684
C0740,26,3,694.155,3,3,3,9,Fidèles,Instagram Ads,1,119.47699999999998
C0741,58,5,718.9639999999999,2,3,3,8,Fidèles,Instagram Ads,1,134.03800000000007
C0743,100,2,179.0406,1,2,2,5,À réactiver,Instagram Ads,1,23.260600000000018
C0744,69,1,73.3212,2,1,1,4,À réactiver,Influenceur,0,16.9872
C0745,51,2,875.431,2,2,3,7,À réactiver,Influenceur,1,286.5570000000001
C0746,14,2,742.1579999999999,3,2,3,8,Fidèles,Google Ads,1,211.44
C0747,75,1,463.10040000000004,2,1,2,5,À réactiver,Instagram Ads,0,141.13840000000005
C0748,44,3,241.9635,2,3,2,7,Occasionnels,Google Ads,1,41.53150000000001
C0750,65,1,78.3432,2,1,1,4,À réactiver,Influenceur,0,-11.542800000000007
C0751,18,1,98.99820000000001,3,1,1,5,Occasionnels,Instagram Ads,0,9.67620000000002
C0753,91,1,223.769,1,1,2,4,À réactiver,Google Ads,0,69.01900000000002
C0754,127,1,35.964,1,1,1,3,À réactiver,Influenceur,0,-2.8320000000000007
C0755,126,1,22.704300000000003,1,1,1,3,À réactiver,Instagram Ads,0,-9.803699999999997
C0756,118,3,384.7035000000001,1,3,2,6,Occasionnels,Instagram Ads,1,40.87750000000004
C0757,8,1,88.7145,4,1,1,6,Occasionnels,Instagram Ads,0,16.192500000000003
C0758,3,3,222.1292,4,3,2,9,Fidèles,Google Ads,1,8.215200000000014
C0759,41,3,95.1587,2,3,1,6,Occasionnels,Google Ads,1,4.668699999999995
C0760,141,1,34.7758,1,1,1,3,À réactiver,Instagram Ads,0,-8.692200000000001
C0761,69,1,29.4112,2,1,1,4,À réactiver,Email,0,3.249200000000002
C0762,27,4,1930.614,3,3,4,10,VIP,Google Ads,1,637.9740000000002
C0763,97,2,371.37239999999997,1,2,2,5,À réactiver,Instagram Ads,1,70.16639999999998
C0764,33,3,1664.6437999999998,3,3,3,9,Fidèles,Influenceur,1,535.9317999999998
C0765,13,4,410.55109999999996,3,3,2,8,Fidèles,Email,1,37.799099999999996
C0766,44,2,132.10920000000002,2,2,1,5,À réactiver,Email,1,10.101200000000011
C0767,6,2,26.1478,4,2,1,7,Occasionnels,Email,1,-13.8062
C0768,29,2,354.6345,3,2,2,7,Occasionnels,Google Ads,1,86.16450000000003
C0769,29,2,344.9366,3,2,2,7,Occasionnels,Instagram Ads,1,39.48059999999998
C0770,184,1,69.242,1,1,1,3,À réactiver,Google Ads,0,9.582000000000004
C0771,110,2,550.1866,1,2,2,5,À réactiver,Google Ads,1,168.1846
C0772,26,4,1158.666,3,3,3,9,Fidèles,Google Ads,1,256.97
C0773,23,4,1009.409,3,3,3,9,Fidèles,Instagram Ads,1,256.70300000000003
C0774,104,1,8.117999999999999,1,1,1,3,À réactiver,Google Ads,0,-7.772000000000001
C0775,24,3,1197.4379999999999,3,3,3,9,Fidèles,Google Ads,1,347.35400000000004
C0776,105,2,148.1655,1,2,1,4,À réactiver,Email,1,18.799500000000005
C0778,4,2,405.2712,4,2,2,8,Fidèles,Google Ads,1,63.32520000000001
C0779,102,1,183.24720000000002,1,1,2,4,À réactiver,Email,0,57.40320000000002
C0780,28,2,153.5129,3,2,1,6,Occasionnels,Email,1,25.50489999999999
C0781,74,1,43.645199999999996,2,1,1,4,À réactiver,Email,0,-2.232800000000001
C0783,30,2,108.46260000000001,3,2,1,6,Occasionnels,Influenceur,1,-14.959399999999988
C0784,34,2,156.1236,3,2,1,6,Occasionnels,Instagram Ads,1,12.941599999999992
C0785,33,2,40.50750000000001,3,2,1,6,Occasionnels,Email,1,-2.6644999999999976
C0786,72,3,1850.9772,2,3,3,8,Fidèles,Email,1,650.2352000000001
C0787,84,3,566.0256,1,3,2,6,Occasionnels,Email,1,170.35160000000005
C0788,12,4,1434.2595000000001,4,3,3,10,VIP,Influenceur,1,484.8035000000001
C0789,43,2,137.0352,2,2,1,5,À réactiver,Instagram Ads,1,7.409200000000011
C0790,5,1,965.2640000000001,4,1,3,8,Fidèles,Email,0,329.87400000000014
C0791,72,1,45.7608,2,1,1,4,À réactiver,Influenceur,0,2.956800000000001
C0792,37,1,109.0674,2,1,1,4,À réactiver,Google Ads,0,13.061400000000008
C0793,2,2,282.76540000000006,4,2,2,8,Fidèles,Instagram Ads,1,71.83540000000004
C0794,23,2,639.6005999999999,3,2,3,8,Fidèles,Instagram Ads,1,189.3766
C0795,1,3,733.6012000000001,4,3,3,10,VIP,Instagram Ads,1,215.74120000000002
C0796,116,1,161.652,1,1,2,4,À réactiver,Influenceur,0,34.006
C0797,84,1,563.9436,1,1,2,4,À réactiver,Influenceur,0,215.80959999999996
C0798,65,3,715.4055,2,3,3,8,Fidèles,Instagram Ads,1,97.98150000000001
C0799,61,3,2255.2608999999998,2,3,4,9,Fidèles,Instagram Ads,1,777.0009
C0800,73,2,102.0732,2,2,1,5,À réactiver,Google Ads,1,5.165200000000002
C0801,18,2,223.8832,3,2,2,7,Occasionnels,Instagram Ads,1,24.175199999999997
C0802,5,3,1051.639,4,3,3,10,VIP,Google Ads,1,333.88699999999994
C0803,169,1,83.2648,1,1,1,3,À réactiver,Email,0,21.510799999999996
C0804,12,1,19.317,4,1,1,6,Occasionnels,Influenceur,0,-10.153
C0805,22,2,109.48519999999999,3,2,1,6,Occasionnels,Instagram Ads,1,-0.5327999999999999
C0806,127,1,133.29899999999998,1,1,1,3,À réactiver,Influenceur,0,23.442999999999994
C0807,26,3,1057.0084000000002,3,3,3,9,Fidèles,Google Ads,1,295.91840000000013
C0809,76,2,117.11179999999999,2,2,1,5,À réactiver,Email,1,6.163799999999991
C0810,78,1,80.34,2,1,1,4,À réactiver,Instagram Ads,0,0.09000000000000341
C0811,167,1,218.574,1,1,2,4,À réactiver,Influenceur,0,52.30800000000001
C0812,50,3,1757.4853999999998,2,3,3,8,Fidèles,Google Ads,1,609.0853999999999
C0813,73,1,56.9848,2,1,1,4,À réactiver,Email,0,13.100800000000007
C0814,6,4,331.1187,4,3,2,9,Fidèles,Instagram Ads,1,36.544700000000006
C0815,120,5,1146.8926999999999,1,3,3,7,Occasionnels,Instagram Ads,1,332.84470000000005
C0816,135,2,59.31869999999999,1,2,1,4,À réactiver,Email,1,-4.065300000000002
C0817,69,2,299.78860000000003,2,2,2,6,À réactiver,Influenceur,1,78.91460000000002
C0818,19,1,37.1588,3,1,1,5,Occasionnels,Influenceur,0,-3.1651999999999987
C0819,83,1,441.00759999999997,1,1,2,4,À réactiver,Instagram Ads,0,61.46559999999999
C0821,44,2,496.5800999999999,2,2,2,6,À réactiver,Instagram Ads,1,97.67809999999997
C0822,48,2,533.9262,2,2,2,6,À réactiver,Instagram Ads,1,125.61619999999998
C0823,14,3,927.5269999999999,3,3,3,9,Fidèles,Google Ads,1,284.62300000000005
C0824,29,5,3851.5319999999997,3,3,4,10,VIP,Google Ads,1,1399.136
C0825,13,3,1609.2680999999998,3,3,3,9,Fidèles,Influenceur,1,312.64609999999993
C0826,73,2,566.1812,2,2,2,6,À réactiver,Email,1,181.1872
C0827,90,2,93.0496,1,2,1,4,À réactiver,Instagram Ads,1,-3.0083999999999964
C0828,108,2,156.4919,1,2,1,4,À réactiver,Instagram Ads,1,10.179900000000004
C0829,37,2,575.018,2,2,2,6,À réactiver,Instagram Ads,1,69.66600000000004
C0831,29,3,572.3423,3,3,2,8,Fidèles,Email,1,147.47230000000005
C0832,40,2,358.78349999999995,2,2,2,6,À réactiver,Influenceur,1,44.66749999999999
C0833,74,2,1400.8449,2,2,3,7,À réactiver,Instagram Ads,1,450.69090000000006
C0834,149,1,861.27,1,1,3,5,À réactiver,Google Ads,0,303.41999999999996
C0835,25,1,128.5353,3,1,1,5,Occasionnels,Instagram Ads,0,24.369300000000003
C0836,31,3,974.9792,3,3,3,9,Fidèles,Email,1,314.9392
C0838,62,2,816.9,2,2,3,7,À réactiver,Influenceur,1,281.96999999999997
C0839,4,3,1018.5763999999999,4,3,3,10,VIP,Google Ads,1,362.0304
C0840,121,1,31.660099999999996,1,1,1,3,À réactiver,Instagram Ads,0,-11.611900000000002
C0841,22,4,1430.4684,3,3,3,9,Fidèles,Instagram Ads,1,291.47639999999996
C0842,129,2,441.498,1,2,2,5,À réactiver,Instagram Ads,1,109.22399999999999
C0843,80,3,537.669,1,3,2,6,Occasionnels,Email,1,152.049
C0844,84,1,128.4096,1,1,1,3,À réactiver,Email,0,34.91760000000001
C0845,122,1,33.1848,1,1,1,3,À réactiver,Email,0,6.1028
C0846,48,3,496.9463999999999,2,3,2,7,Occasionnels,Email,1,128.2104
C0847,69,1,386.8865,2,1,2,5,À réactiver,Instagram Ads,0,67.22650000000004
C0848,76,2,515.3064,2,2,2,6,À réactiver,Instagram Ads,1,157.51040000000006
C0850,31,2,512.8652,3,2,2,7,Occasionnels,Influenceur,1,172.5772
C0851,42,3,151.8642,2,3,1,6,Occasionnels,Instagram Ads,1,-22.05979999999999
C0853,30,4,395.432,3,3,2,8,Fidèles,Instagram Ads,1,59.77000000000001
C0854,70,1,922.1394,2,1,3,6,À réactiver,Google Ads,0,302.54540000000003
C0855,25,5,797.6891,3,3,3,9,Fidèles,Influenceur,1,206.58710000000002
C0857,11,2,156.4856,4,2,1,7,Occasionnels,Google Ads,1,29.899599999999996
C0858,2,2,293.7118,4,2,2,8,Fidèles,Google Ads,1,80.25779999999997
C0859,8,3,319.45640000000003,4,3,2,9,Fidèles,Influenceur,1,34.74240000000002
C0860,21,2,219.409,3,2,2,7,Occasionnels,Email,1,66.62899999999999
C0861,114,1,69.7389,1,1,1,3,À réactiver,Instagram Ads,0,5.696899999999996
C0863,26,2,1234.8685999999998,3,2,3,8,Fidèles,Instagram Ads,1,335.2586
C0864,62,1,61.220800000000004,2,1,1,4,À réactiver,Instagram Ads,0,-1.1951999999999963
C0865,34,4,1237.2528,3,3,3,9,Fidèles,Email,1,415.4608
C0867,3,3,1302.2072,4,3,3,10,VIP,Instagram Ads,1,422.83920000000006
C0868,12,3,539.6788,4,3,2,9,Fidèles,Instagram Ads,1,146.3908
C0869,12,3,829.0152,4,3,3,10,VIP,Influenceur,1,272.7532
C0870,142,1,112.32220000000001,1,1,1,3,À réactiver,Instagram Ads,0,16.7742
C0871,86,1,145.1205,1,1,1,3,À réactiver,Instagram Ads,0,27.032500000000006
C0872,156,1,255.8283,1,1,2,4,À réactiver,Instagram Ads,0,64.85030000000002
C0873,4,4,685.0344,4,3,3,10,VIP,Google Ads,1,118.40839999999994
C0874,67,1,51.8154,2,1,1,4,À réactiver,Influenceur,0,-4.548599999999997
C0875,15,3,790.1804,3,3,3,9,Fidèles,Google Ads,1,251.80240000000003
C0876,116,3,968.5064,1,3,3,7,Occasionnels,Instagram Ads,1,308.59240000000005
C0877,176,1,297.4512,1,1,2,4,À réactiver,Instagram Ads,0,87.19720000000001
C0878,29,2,93.47879999999999,3,2,1,6,Occasionnels,Google Ads,1,-3.8251999999999935
C0879,11,4,374.8872,4,3,2,9,Fidèles,Influenceur,1,73.71119999999999
C0880,34,5,2635.2909,3,3,4,10,VIP,Instagram Ads,1,658.9109000000002
C0881,120,1,90.33,1,1,1,3,À réactiver,Google Ads,0,12.106000000000002
C0882,34,1,33.580799999999996,3,1,1,5,Occasionnels,Google Ads,0,3.3028000000000013
C0883,102,1,821.9,1,1,3,5,À réactiver,Google Ads,0,316.38
C0884,23,2,73.6959,3,2,1,6,Occasionnels,Instagram Ads,1,-15.182100000000002
C0885,30,2,756.5840999999999,3,2,3,8,Fidèles,Google Ads,1,274.4641
C0886,79,2,51.831500000000005,1,2,1,4,À réactiver,Influenceur,1,-24.458499999999997
C0888,97,1,37.536,1,1,1,3,À réactiver,Google Ads,0,7.226000000000001
C0889,162,1,101.303,1,1,1,3,À réactiver,Instagram Ads,0,9.415000000000003
C0890,100,1,38.5125,1,1,1,3,À réactiver,Instagram Ads,0,-3.3374999999999986
C0891,26,6,1395.1256,3,4,3,10,VIP,Google Ads,1,380.1956
C0892,24,2,1308.0876,3,2,3,8,Fidèles,Email,1,503.1336
C0893,78,3,228.67829999999998,2,3,2,7,Occasionnels,Instagram Ads,1,17.242300000000007
C0894,53,2,467.38120000000004,2,2,2,6,À réactiver,Instagram Ads,1,117.17120000000004
C0895,59,1,18.849600000000002,2,1,1,4,À réactiver,Instagram Ads,0,-7.6923999999999975
C0896,172,1,528.2141999999999,1,1,2,4,À réactiver,Google Ads,0,184.65619999999993
C0897,17,3,524.5341,3,3,2,8,Fidèles,Influenceur,1,124.75009999999999
C0898,107,1,70.0608,1,1,1,3,À réactiver,Google Ads,0,10.686800000000005
C0899,139,1,94.2018,1,1,1,3,À réactiver,Influenceur,0,-1.9021999999999935
C0900,139,2,559.1376,1,2,2,5,À réactiver,Instagram Ads,1,168.6676
C0902,11,3,342.88399999999996,4,3,2,9,Fidèles,Email,1,85.97199999999998
C0903,166,1,18.387,1,1,1,3,À réactiver,Google Ads,0,-3.770999999999999
C0904,57,3,1138.7262,2,3,3,8,Fidèles,Google Ads,1,358.5222
C0906,7,2,507.13059999999996,4,2,2,8,Fidèles,Google Ads,1,161.57859999999997
C0907,150,1,25.888199999999998,1,1,1,3,À réactiver,Instagram Ads,0,-5.565799999999999
C0908,57,2,751.4909,2,2,3,7,À réactiver,Instagram Ads,1,175.00289999999998
C0909,8,3,967.4196,4,3,3,10,VIP,Google Ads,1,298.8236
C0910,159,2,101.8485,1,2,1,4,À réactiver,Google Ads,1,1.4244999999999948
C0911,104,4,892.6546,1,3,3,7,Occasionnels,Instagram Ads,1,238.28260000000006
C0914,64,1,712.2934,2,1,3,6,À réactiver,Google Ads,0,229.70940000000002
C0915,173,1,24.4278,1,1,1,3,À réactiver,Instagram Ads,0,-6.066199999999997
C0917,129,1,101.9994,1,1,1,3,À réactiver,Instagram Ads,0,14.5734
C0918,90,1,35.4816,1,1,1,3,À réactiver,Email,0,5.917599999999998
C0919,61,1,301.887,2,1,2,5,À réactiver,Instagram Ads,0,79.51899999999999
C0920,23,5,2200.9691000000003,3,3,4,10,VIP,Google Ads,1,677.3831
C0921,21,2,510.1545,3,2,2,7,Occasionnels,Email,1,177.26849999999996
C0922,55,1,10.6029,2,1,1,4,À réactiver,Instagram Ads,0,-15.761099999999997
C0923,30,2,879.1818000000001,3,2,3,8,Fidèles,Email,1,285.09780000000006
C0924,110,2,72.0002,1,2,1,4,À réactiver,Google Ads,1,-0.5038
C0925,78,5,273.2263,2,3,2,7,Occasionnels,Instagram Ads,1,6.710300000000007
C0926,85,2,425.13,1,2,2,5,À réactiver,Instagram Ads,1,73.952
C0927,9,1,88.9364,4,1,1,6,Occasionnels,Google Ads,0,19.44440000000001
C0928,120,1,778.1636000000001,1,1,3,5,À réactiver,Instagram Ads,0,190.32560000000007
C0929,72,1,11.4576,2,1,1,4,À réactiver,Influenceur,0,-3.6763999999999992
C0930,107,2,956.7855,1,2,3,6,À réactiver,Instagram Ads,1,343.9894999999999
C0931,27,4,2582.5901999999996,3,3,4,10,VIP,Email,1,690.3861999999999
C0933,21,2,1311.143,3,2,3,8,Fidèles,Google Ads,1,395.125
C0934,22,2,369.25469999999996,3,2,2,7,Occasionnels,Influenceur,1,109.0507
C0935,151,1,15.2241,1,1,1,3,À réactiver,Email,0,0.0920999999999994
C0936,107,1,91.62,1,1,1,3,À réactiver,Email,0,11.154000000000012
C0937,13,5,696.5015,3,3,3,9,Fidèles,Email,1,159.33549999999997
C0938,35,5,1752.93,2,3,3,8,Fidèles,Instagram Ads,1,452.57200000000006
C0939,98,2,890.1773999999999,1,2,3,6,À réactiver,Email,1,299.8793999999999
C0940,3,2,1200.2026,4,2,3,9,Fidèles,Google Ads,1,393.4366
C0941,7,3,561.1918,4,3,2,9,Fidèles,Google Ads,1,166.9058
C0942,4,4,580.7244,4,3,2,9,Fidèles,Instagram Ads,1,93.9284
C0943,2,4,3911.3812,4,3,4,11,VIP,Google Ads,1,1397.3272
C0944,24,3,375.58970000000005,3,3,2,8,Fidèles,Google Ads,1,80.11770000000004
C0945,13,2,347.5294,3,2,2,7,Occasionnels,Instagram Ads,1,68.58940000000001
C0946,46,1,292.88790000000006,2,1,2,5,À réactiver,Instagram Ads,0,64.27390000000005
C0947,15,1,43.7766,3,1,1,5,Occasionnels,Influenceur,0,-0.33539999999999637
C0948,119,1,627.0628,1,1,3,5,À réactiver,Google Ads,0,231.14680000000004
C0949,52,4,850.9603999999999,2,3,3,8,Fidèles,Influenceur,1,207.7024
C0950,111,1,60.2784,1,1,1,3,À réactiver,Google Ads,0,12.0964
C0952,29,2,139.11919999999998,3,2,1,6,Occasionnels,Influenceur,1,14.145199999999997
C0954,126,1,495.9724,1,1,2,4,À réactiver,Instagram Ads,0,96.13040000000001
C0956,119,3,627.9761000000001,1,3,3,7,Occasionnels,Google Ads,1,115.3961
C0958,77,2,507.59340000000003,2,2,2,6,À réactiver,Google Ads,1,157.35940000000002
C0959,41,2,1259.226,2,2,3,7,À réactiver,Google Ads,1,419.35000000000014
C0962,59,2,695.2705,2,2,3,7,À réactiver,Instagram Ads,1,168.2005
C0963,28,1,308.66940000000005,3,1,2,6,Occasionnels,Instagram Ads,0,60.401400000000066
C0964,99,2,225.6384,1,2,2,5,À réactiver,Email,1,31.36039999999999
C0965,25,2,179.17419999999998,3,2,2,7,Occasionnels,Google Ads,1,27.604200000000013
C0967,71,4,1687.1919,2,3,3,8,Fidèles,Google Ads,1,568.2739
C0968,14,3,664.3984,3,3,3,9,Fidèles,Influenceur,1,181.40840000000003
C0969,25,3,1393.8246,3,3,3,9,Fidèles,Google Ads,1,478.1726
C0970,62,2,899.0920000000001,2,2,3,7,À réactiver,Email,1,227.51200000000006
C0971,40,5,550.0811000000001,2,3,2,7,Occasionnels,Google Ads,1,134.70710000000005
C0972,55,3,1504.2317999999998,2,3,3,8,Fidèles,Instagram Ads,1,506.2458
C0974,48,4,1217.2149,2,3,3,8,Fidèles,Instagram Ads,1,271.66890000000006
C0975,43,1,58.0458,2,1,1,4,À réactiver,Instagram Ads,0,9.503800000000002
C0976,34,4,460.66729999999995,3,3,2,8,Fidèles,Instagram Ads,1,60.78729999999998
C0978,73,3,168.5442,2,3,2,7,Occasionnels,Instagram Ads,1,-3.111799999999999
C0979,50,1,76.867,2,1,1,4,À réactiver,Instagram Ads,0,4.617000000000008
C0980,106,2,230.4894,1,2,2,5,À réactiver,Influenceur,1,61.26940000000002
C0982,15,2,86.72299999999998,3,2,1,6,Occasionnels,Google Ads,1,9.526999999999997
C0983,20,3,291.9718,3,3,2,8,Fidèles,Google Ads,1,35.09380000000001
C0984,86,1,467.514,1,1,2,4,À réactiver,Email,0,163.192
C0985,20,1,180.42929999999998,3,1,2,6,Occasionnels,Instagram Ads,0,51.763299999999994
C0986,15,3,621.3005999999999,3,3,3,9,Fidèles,Instagram Ads,1,164.75859999999994
C0987,70,3,2186.7168,2,3,4,9,Fidèles,Google Ads,1,720.1268000000001
C0988,43,2,115.91029999999999,2,2,1,5,À réactiver,Instagram Ads,1,9.574299999999997
C0989,169,1,1047.9672,1,1,3,5,À réactiver,Instagram Ads,0,155.22120000000012
C0990,178,1,39.339,1,1,1,3,À réactiver,Email,0,9.059
C0991,69,3,447.1798,2,3,2,7,Occasionnels,Influenceur,1,105.8518
C0992,106,3,234.8878,1,3,2,6,Occasionnels,Instagram Ads,1,12.003800000000009
C0993,7,2,452.4213,4,2,2,8,Fidèles,Instagram Ads,1,109.5333
C0994,71,1,854.88,2,1,3,6,À réactiver,Email,0,313.69000000000005
C0995,178,1,23.1732,1,1,1,3,À réactiver,Google Ads,0,-4.752799999999999
C0996,151,1,393.3198,1,1,2,4,À réactiver,Instagram Ads,0,88.68180000000004
C0998,101,2,1570.308,1,2,3,6,À réactiver,Email,1,565.1840000000001
C0999,1,3,179.0077,4,3,2,9,Fidèles,Email,1,37.70569999999999
C1000,13,2,281.0152,3,2,2,7,Occasionnels,Influenceur,1,60.71519999999998
C1001,142,1,159.1086,1,1,2,4,À réactiver,Instagram Ads,0,33.68260000000001
C1003,41,4,189.0634,2,3,2,7,Occasionnels,Instagram Ads,1,7.287400000000008
C1004,20,1,47.0076,3,1,1,5,Occasionnels,Instagram Ads,0,-3.6384000000000043
C1005,111,2,2262.6180000000004,1,2,4,7,À réactiver,Instagram Ads,1,604.6180000000004
C1006,45,2,284.3948,2,2,2,6,À réactiver,Google Ads,1,54.168800000000005
C1007,1,5,927.2058000000001,4,3,3,10,VIP,Email,1,165.78180000000006
C1008,54,1,35.697599999999994,2,1,1,4,À réactiver,Email,0,-4.400400000000005
C1009,116,2,114.0696,1,2,1,4,À réactiver,Influenceur,1,8.115599999999999
C1010,142,1,30.519599999999997,1,1,1,3,À réactiver,Email,0,4.881599999999999
C1011,45,4,428.0902,2,3,2,7,Occasionnels,Influenceur,1,50.448200000000014
C1012,4,4,2118.5649000000003,4,3,4,11,VIP,Google Ads,1,785.9029
C1013,75,1,119.71800000000002,2,1,1,4,À réactiver,Google Ads,0,26.75600000000002
C1014,20,2,567.4304,3,2,2,7,Occasionnels,Email,1,176.2264
C1015,9,1,53.10089999999999,4,1,1,6,Occasionnels,Instagram Ads,0,-8.053100000000008
C1016,27,2,479.0086,3,2,2,7,Occasionnels,Google Ads,1,138.76860000000002
C1017,31,2,126.4654,3,2,1,6,Occasionnels,Instagram Ads,1,9.683399999999999
C1018,39,1,47.106,2,1,1,4,À réactiver,Instagram Ads,0,-8.367999999999999
C1019,18,1,316.8882,3,1,2,6,Occasionnels,Instagram Ads,0,89.0242
C1020,142,2,561.0168,1,2,2,5,À réactiver,Email,1,188.49480000000003
C1021,30,2,821.6274,3,2,3,8,Fidèles,Email,1,267.03139999999996
C1022,29,4,1909.4678,3,3,3,9,Fidèles,Email,1,616.2118
C1023,32,3,228.1423,3,3,2,8,Fidèles,Google Ads,1,35.9863
C1024,163,1,1019.1311999999998,1,1,3,5,À réactiver,Google Ads,0,352.5871999999999
C1025,142,1,11.5166,1,1,1,3,À réactiver,Instagram Ads,0,-6.6473999999999975
C1026,96,1,56.646,1,1,1,3,À réactiver,Influenceur,0,-0.22799999999999443
C1027,135,1,62.849399999999996,1,1,1,3,À réactiver,Influenceur,0,5.291400000000003
C1028,80,3,1444.5865999999999,1,3,3,7,Occasionnels,Email,1,497.60060000000004
C1029,174,1,647.0002000000001,1,1,3,5,À réactiver,Instagram Ads,0,122.97420000000011
C1030,65,3,1112.2806,2,3,3,8,Fidèles,Google Ads,1,317.33259999999996
C1031,80,3,1421.0538,1,3,3,7,Occasionnels,Influenceur,1,485.7797999999999
C1032,82,3,964.4342999999999,1,3,3,7,Occasionnels,Email,1,292.47029999999995
C1033,165,1,61.812000000000005,1,1,1,3,À réactiver,Instagram Ads,0,8.004
C1034,99,2,358.133,1,2,2,5,À réactiver,Email,1,115.88099999999997
C1035,69,2,402.84499999999997,2,2,2,6,À réactiver,Instagram Ads,1,34.233
C1036,31,3,744.598,3,3,3,9,Fidèles,Instagram Ads,1,222.51000000000005
C1037,41,1,417.7446,2,1,2,5,À réactiver,Email,0,133.54860000000002
C1038,33,1,24.0212,3,1,1,5,Occasionnels,Google Ads,0,-4.514799999999999
C1039,89,3,1123.3002,1,3,3,7,Occasionnels,Influenceur,1,364.3721999999999
C1040,39,2,1007.6312999999998,2,2,3,7,À réactiver,Email,1,315.2092999999999
C1041,12,2,217.649,4,2,2,8,Fidèles,Google Ads,1,37.266999999999996
C1042,130,1,130.7748,1,1,1,3,À réactiver,Influenceur,0,16.928799999999995
C1043,69,1,59.1519,2,1,1,4,À réactiver,Instagram Ads,0,-9.186100000000003
C1044,58,1,246.0804,2,1,2,5,À réactiver,Instagram Ads,0,55.0064
C1045,94,4,1029.0531,1,3,3,7,Occasionnels,Instagram Ads,1,309.71309999999994
C1046,38,2,748.4359,2,2,3,7,À réactiver,Email,1,264.2039
C1047,28,4,2378.1924,3,3,4,10,VIP,Influenceur,1,803.0164
C1049,3,3,357.7033,4,3,2,9,Fidèles,Email,1,86.19330000000002
C1050,24,1,439.4858,3,1,2,6,Occasionnels,Instagram Ads,0,116.05779999999999
C1051,70,2,321.2628,2,2,2,6,À réactiver,Google Ads,1,99.64480000000003
C1053,66,2,109.296,2,2,1,5,À réactiver,Instagram Ads,1,16.766000000000005
C1054,12,2,690.8706,4,2,3,9,Fidèles,Influenceur,1,227.9586
C1055,82,1,42.966,1,1,1,3,À réactiver,Influenceur,0,-0.9280000000000008
C1056,134,1,46.630199999999995,1,1,1,3,À réactiver,Email,0,6.126199999999995
C1057,13,2,678.6741,3,2,3,8,Fidèles,Instagram Ads,1,219.62209999999993
C1058,70,1,66.9762,2,1,1,4,À réactiver,Instagram Ads,0,0.1282000000000032
C1059,65,2,449.0518,2,2,2,6,À réactiver,Email,1,158.09180000000003
C1060,90,2,1963.8708,1,2,4,7,À réactiver,Google Ads,1,715.0228000000001
C1063,14,4,300.991,3,3,2,8,Fidèles,Google Ads,1,38.47500000000001
C1064,66,3,1731.3858,2,3,3,8,Fidèles,Google Ads,1,475.8918
C1065,150,1,100.635,1,1,1,3,À réactiver,Instagram Ads,0,10.30700000000001
C1066,4,7,2345.8107,4,4,4,12,VIP,Instagram Ads,1,601.3507000000002
C1067,110,2,111.85619999999999,1,2,1,4,À réactiver,Google Ads,1,6.888199999999992
C1068,70,3,1987.2222,2,3,4,9,Fidèles,Instagram Ads,1,648.2202000000001
C1069,81,2,657.3983999999999,1,2,3,6,À réactiver,Email,1,217.87439999999998
C1070,45,1,50.3388,2,1,1,4,À réactiver,Google Ads,0,0.8368000000000002
C1071,19,3,1051.5514,3,3,3,9,Fidèles,Google Ads,1,323.81940000000003
C1072,14,1,61.225,3,1,1,5,Occasionnels,Instagram Ads,0,-9.574999999999996
C1074,43,4,221.305,2,3,2,7,Occasionnels,Instagram Ads,1,8.393000000000006
C1075,81,1,346.69079999999997,1,1,2,4,À réactiver,Google Ads,0,114.97879999999996
C1076,80,3,1871.4141,1,3,3,7,Occasionnels,Google Ads,1,623.3781
C1077,20,1,546.1764,3,1,2,6,Occasionnels,Email,0,184.5944
C1079,42,2,181.05079999999998,2,2,2,6,À réactiver,Google Ads,1,18.7248
C1081,58,1,10.2193,2,1,1,4,À réactiver,Instagram Ads,0,-16.5887
C1082,2,2,253.16499999999996,4,2,2,8,Fidèles,Google Ads,1,69.82699999999998
C1083,36,2,145.9821,2,2,1,5,À réactiver,Instagram Ads,1,17.390100000000004
